Segment #,SegInt,Habitat,Shoreline Characterization,#segments from nearest aquaculuture,Date (MM/DD/YYYY),Julian Day,Year,Census #,Time (24 hr. clock),"Tide (R, H, F, L)",ObservationOccuredDuring4hrTendingWindow(1-0),Total # Shorebirds in Flock,Total REKN in segment,REKN Occupancy,REKN Flock EDGE Location,REKN Flock EDGE Distance to RACKS,REKN Flock EDGE Distance to TENDING,Total RUTU in segment,RUTU Occupancy,RUTU Flock EDGE Location,RUTU Flock EDGE Distance to RACKS,RUTU Flock EDGE Distance to TENDING,Total SESA in segment,SESA Occupancy,SESA Flock EDGE Location,SESA Flock EDGE Distance to RACKS,SESA Flock EDGE Distance to TENDING,Total SAND in segment,SAND Occupancy,SAND Flock EDGE Location,SAND Flock EDGE Distance to RACKS,SAND Flock EDGE Distance to TENDING,Total DUNL in segment,DUNL Occupancy,Flock EDGE Location,DUNL Flock EDGE Distance to RACKS,DUNL Flock EDGE Distance to TENDING,#Gulls,#LAGU,#HERG,# GBBG,# RBGU,# LBBG,nearest rack tended? (1-0),#Planes,,
095-096,95,Aquaculture,Dune,0,5/31/2017,17151,2017,1,9:53,L,1,431,0,0,~,~,~,0,0,~,~,~,30,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
096-097,96,Aquaculture,Dune,0,5/31/2017,17151,2017,1,9:53,L,1,1,0,0,~,~,~,0,0,~,~,~,1,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
097-098,97,Aquaculture,Bulkhead,1,5/31/2017,17151,2017,1,9:56,L,1,20,0,0,~,~,~,0,0,~,~,~,20,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
098-099,98,Aquaculture,Bulkhead,0,5/31/2017,17151,2017,1,9:56,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
099-100,99,Aquaculture,Bulkhead,0,5/31/2017,17151,2017,1,9:57,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,W,5,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
100-101,100,Aquaculture,Bulkhead,0,5/31/2017,17151,2017,1,9:57,L,1,4,0,0,~,~,~,0,0,~,~,~,4,1,F,3,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
101-102,101,Tidal Flats,Bulkhead,1,5/31/2017,17151,2017,1,9:58,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,S,5,~,0,0,~,~,~,0,0,~,~,~,3,2,1,0,0,0,0,0,,
102-103,102,Tidal Flats,Phragmites,2,5/31/2017,17151,2017,1,9:57,L,1,13,0,0,~,~,~,0,0,~,~,~,13,1,F,1,~,0,0,~,~,~,0,0,~,~,~,5,3,2,0,0,0,0,0,,
103-104,103,Tidal Flats,Phragmites,3,5/31/2017,17151,2017,1,9:56,L,1,64,0,0,~,~,~,7,1,F,1,~,14,1,F,1,~,0,0,~,~,~,0,0,~,~,~,11,11,0,0,0,0,0,0,,
104-105,104,Tidal Flats,Phragmites,4,5/31/2017,17151,2017,1,9:55,L,1,64,0,0,~,~,~,5,1,F,3,~,38,1,F,2,~,0,0,~,~,~,0,0,~,~,~,18,18,0,0,0,0,0,0,,
105-106,105,Tidal Flats,Phragmites,5,5/31/2017,17151,2017,1,9:53,L,1,15,0,0,~,~,~,3,1,F,3,~,12,1,F,2,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,0,0,,
106-107,106,Tidal Flats,Phragmites,5,5/31/2017,17151,2017,1,9:51,L,1,99,0,0,~,~,~,25,1,F,2,~,35,1,F,2,~,0,0,~,~,~,0,0,~,~,~,8,7,1,0,0,0,1,0,,
107-108,107,Tidal Flats,Dune,4,5/31/2017,17151,2017,1,9:48,L,1,99,0,0,~,~,~,10,1,F,3,~,24,1,F,3,~,0,0,~,~,~,0,0,~,~,~,17,15,2,0,0,0,1,0,,
108-109,108,Tidal Flats,Dune,3,5/31/2017,17151,2017,1,9:47,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,5,1,0,0,0,1,0,,
109-110,109,Tidal Flats,Phragmites,2,5/31/2017,17151,2017,1,9:46,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,7,1,0,0,0,1,0,,
110-111,110,Tidal Flats,Dune,1,5/31/2017,17151,2017,1,9:44,L,1,2,0,0,~,~,~,0,0,~,~,~,2,1,S,1,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
111-112,111,Creek,Marsh,1,5/31/2017,17151,2017,1,9:43,L,1,3,0,0,~,~,~,1,1,F,1,~,2,1,F,1,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
112-113,112,Aquaculture,Phragmites,0,5/31/2017,17151,2017,1,9:42,L,1,11,0,0,~,~,~,0,0,~,~,~,11,1,F,3,~,0,0,~,~,~,0,0,~,~,~,1,0,1,0,0,0,1,0,,
113-114,113,Aquaculture,Dune,0,5/31/2017,17151,2017,1,9:39,L,1,8,0,0,~,~,~,0,0,~,~,~,8,1,F,2,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,1,0,,
114-115,114,Aquaculture,Dune,0,5/31/2017,17151,2017,1,9:36,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,16,16,0,0,0,0,1,0,,
115-116,115,Aquaculture,Phragmites,0,5/31/2017,17151,2017,1,9:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,31,31,0,0,0,0,1,0,,
116-117,116,Tidal Flats,Phragmites,1,5/31/2017,17151,2017,1,9:30,L,1,1,0,0,~,~,~,0,0,~,~,~,1,1,S,5,~,0,0,~,~,~,0,0,~,~,~,16,16,0,0,0,0,1,0,,
117-118,117,Tidal Flats,Phragmites,2,5/31/2017,17151,2017,1,9:29,L,1,8,0,0,~,~,~,0,0,~,~,~,8,1,S,2,~,0,0,~,~,~,0,0,~,~,~,24,23,1,0,0,0,1,0,,
118-119,118,Tidal Flats,Phragmites,3,5/31/2017,17151,2017,1,9:27,L,1,39,0,0,~,~,~,0,0,~,~,~,34,1,F,+,~,0,0,~,~,~,0,0,~,~,~,21,20,1,0,0,0,1,0,,
119-120,119,Tidal Flats,Phragmites,4,5/31/2017,17151,2017,1,9:23,L,1,15,3,1,F,+,~,0,0,~,~,~,12,1,F,+,~,0,0,~,~,~,0,0,~,~,~,36,36,0,0,0,0,1,0,,
120-121,120,Tidal Flats,Phragmites,5,5/31/2017,17151,2017,1,9:21,L,1,1,0,0,~,~,~,0,0,~,~,~,1,1,F,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,0,,
121-122,121,Tidal Flats,Phragmites,6,5/31/2017,17151,2017,1,9:17,L,1,7,0,0,~,~,~,1,1,F,+,~,6,1,F,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,0,,
122-123,122,Tidal Flats,Dune,7,5/31/2017,17151,2017,1,9:16,L,1,1,0,0,~,~,~,0,0,~,~,~,1,1,F,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
123-124,123,Tidal Flats,Dune,8,5/31/2017,17151,2017,1,9:15,L,1,2,0,0,~,~,~,0,0,~,~,~,2,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
124-125,124,Tidal Flats,Dune,7,5/31/2017,17151,2017,1,9:10,L,1,4,0,0,~,~,~,0,0,~,~,~,4,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
125-126,125,Tidal Flats,Woodland,6,5/31/2017,17151,2017,1,9:06,L,1,5,0,0,~,~,~,3,1,F,+,~,2,1,F,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
126-127,126,Tidal Flats,Woodland,5,5/31/2017,17151,2017,1,9:05,L,1,3,0,0,~,~,~,1,1,F,+,~,2,1,F,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
127-128,127,Tidal Flats,Woodland,4,5/31/2017,17151,2017,1,9:03,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
128-129,128,Tidal Flats,Woodland,3,5/31/2017,17151,2017,1,9:01,L,1,103,1,1,F,+,~,31,1,F,+,~,4,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
129-130,129,Tidal Flats,Woodland,2,5/31/2017,17151,2017,1,9:58,L,1,103,2,1,F,+,~,23,1,F,+,~,1,1,F,+,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
130-131,130,Tidal Flats,Woodland,1,5/31/2017,17151,2017,1,9:56,L,1,103,5,1,F,+,~,27,1,F,+,~,9,1,F,+,~,0,0,~,~,~,0,0,~,~,~,40,40,0,0,0,0,0,0,,
131-132,131,Aquaculture,Woodland,0,5/31/2017,17151,2017,1,9:52,L,1,6,0,0,~,~,~,3,1,F,+,~,3,1,F,+,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
132-133,132,Aquaculture,Woodland,0,5/31/2017,17151,2017,1,9:51,L,1,8,0,0,~,~,~,0,0,~,~,~,8,1,F,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
133-134,133,Tidal Flats,Dune,1,5/31/2017,17151,2017,1,9:49,L,1,10,0,0,~,~,~,0,0,~,~,~,10,1,F,+,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
134-135,134,Tidal Flats,Dune,2,5/31/2017,17151,2017,1,9:44,L,1,14,0,0,~,~,~,0,0,~,~,~,14,1,F,2,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
135-136,135,Tidal Flats,Phragmites,2,5/31/2017,17151,2017,1,9:42,L,1,75,0,0,~,~,~,0,0,~,~,~,75,1,F,+,~,0,0,~,~,~,0,0,~,~,~,12,12,0,0,0,0,1,0,,
136-137,136,Tidal Flats,Dune,1,5/31/2017,17151,2017,1,9:38,L,1,10,0,0,~,~,~,1,1,F,2,~,9,1,S,1,~,0,0,~,~,~,0,0,~,~,~,12,12,0,0,0,0,1,0,,
137-138,137,Aquaculture,Dune,0,5/31/2017,17151,2017,1,9:37,L,1,10,0,0,~,~,~,2,1,W,0,~,8,1,W,0,~,0,0,~,~,~,0,0,~,~,~,48,48,0,0,0,0,1,0,,
138-139,138,Aquaculture,Dune,0,5/31/2017,17151,2017,1,9:36,L,1,11,0,0,~,~,~,1,1,S,5,~,9,1,S,5,~,1,1,S,5,~,0,0,~,~,~,47,47,0,0,0,0,1,0,,
N11-N10,-11,Creek,Dune,48,5/30/2017,17150,2017,1,6:50,L,1,2424,25,1,#,+,~,8,1,#,+,~,65,1,#,+,~,0,0,~,~,~,0,0,~,~,~,132,130,2,0,0,0,0,0,,
N10-N09,-10,Creek,Dune,47,5/30/2017,17150,2017,1,6:51,L,1,2424,1,1,#,+,~,3,1,#,+,~,85,1,#,+,~,0,0,~,~,~,0,0,~,~,~,57,41,16,0,0,0,0,0,,
N09-N08,-9,Creek,Dune,46,5/30/2017,17150,2017,1,6:54,L,1,2424,0,0,~,~,~,1,1,#,+,~,24,1,#,+,~,0,0,~,~,~,0,0,~,~,~,97,85,4,8,0,0,0,0,,
N08-N07,-8,Creek,Dune,45,5/30/2017,17150,2017,1,6:55,L,1,2424,130,1,#,+,~,40,1,#,+,~,120,1,#,+,~,0,0,~,~,~,0,0,~,~,~,88,85,3,0,0,0,0,0,,
N07-N06,-7,Creek,Dune,44,5/30/2017,17150,2017,1,7:01,L,1,2424,105,1,#,+,~,65,1,#,+,~,220,1,#,+,~,0,0,~,~,~,1,1,#,+,~,38,37,1,0,0,0,0,0,,
N06-N05,-6,Tidal Flats,Dune,43,5/30/2017,17150,2017,1,7:05,L,1,2424,40,1,#,+,~,85,1,#,+,~,90,1,#,+,~,0,0,~,~,~,0,0,~,~,~,76,75,1,0,0,0,0,0,,
N05-N04,-5,Tidal Flats,Dune,42,5/30/2017,17150,2017,1,7:11,L,1,2424,95,1,#,+,~,120,1,#,+,~,175,1,#,+,~,2,1,#,+,~,0,0,~,~,~,66,65,1,0,0,0,0,0,,
N04-N03,-4,Tidal Flats,Creek,41,5/30/2017,17150,2017,1,7:13,L,1,2424,90,1,#,+,~,130,1,#,+,~,145,1,#,+,~,1,1,#,+,~,0,0,~,~,~,28,25,3,0,0,0,0,0,,
N03-N02,-3,Creek,Dune,40,5/30/2017,17150,2017,1,7:16,L,1,2424,135,1,#,+,~,110,1,#,+,~,130,1,#,+,~,0,0,~,~,~,1,1,#,+,~,11,10,0,1,0,0,0,0,,
N02-N01,-2,Tidal Flats,Dune,39,5/30/2017,17150,2017,1,7:21,L,1,2424,1,1,#,+,~,7,1,#,+,~,25,1,#,+,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
N01-000,-1,Tidal Flats,Dune,38,5/30/2017,17150,2017,1,7:22,L,1,2424,3,1,#,+,~,7,1,#,+,~,28,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
000-001,0,Tidal Flats,Dune,37,5/30/2017,17150,2017,1,7:25,L,1,2424,0,0,~,~,~,20,1,#,+,~,16,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
001-002,1,Tidal Flats,Dune,36,5/30/2017,17150,2017,1,7:27,L,1,2424,1,1,#,+,~,16,1,#,+,~,25,1,#,+,~,1,1,#,+,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
002-003,2,Tidal Flats,Dune,35,5/30/2017,17150,2017,1,7:31,L,1,4,0,0,~,~,~,0,0,~,~,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
003-004,3,Tidal Flats,Dune,34,5/30/2017,17150,2017,1,7:32,L,1,20,0,0,~,~,~,0,0,~,~,~,20,1,#,+,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,0,0,,
004-005,4,Tidal Flats,Dune,33,5/30/2017,17150,2017,1,7:35,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
005-006,5,Tidal Flats,Dune,32,5/30/2017,17150,2017,1,7:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
006-007,6,Tidal Flats,Dune,31,5/30/2017,17150,2017,1,7:39,L,1,36,0,0,~,~,~,2,1,#,+,~,14,1,#,+,~,0,0,~,~,~,0,0,~,~,~,5,5,0,0,0,0,0,0,,
007-008,7,Tidal Flats,Dune,30,5/30/2017,17150,2017,1,7:39,L,1,36,0,0,~,~,~,2,1,#,+,~,18,1,#,+,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
008-009,8,Tidal Flats,Dune,29,5/30/2017,17150,2017,1,7:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
009-010,9,Tidal Flats,Dune,28,5/30/2017,17150,2017,1,7:42,L,1,25,0,0,~,~,~,0,0,~,~,~,20,1,#,+,~,0,0,~,~,~,0,0,~,~,~,25,25,0,0,0,0,0,0,,
010-011,10,Tidal Flats,Dune,27,5/30/2017,17150,2017,1,7:46,L,1,30,0,0,~,~,~,0,0,~,~,~,30,1,#,+,~,0,0,~,~,~,0,0,~,~,~,35,35,0,0,0,0,0,0,,
011-012,11,Tidal Flats,Dune,26,5/30/2017,17150,2017,1,7:46,L,1,9,0,0,~,~,~,0,0,~,~,~,9,1,#,+,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,0,0,,
012-013,12,Tidal Flats,Dune,25,5/30/2017,17150,2017,1,7:48,L,1,4,0,0,~,~,~,0,0,~,~,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
013-014,13,Tidal Flats,Dune,24,5/30/2017,17150,2017,1,7:48,L,1,2,0,0,~,~,~,0,0,~,~,~,2,1,#,+,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
014-015,14,Tidal Flats,Dune,23,5/30/2017,17150,2017,1,7:51,L,1,7,0,0,~,~,~,0,0,~,~,~,7,1,#,+,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
015-016,15,Tidal Flats,Dune,22,5/30/2017,17150,2017,1,7:52,L,1,11,0,0,~,~,~,0,0,~,~,~,9,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
016-017,16,Tidal Flats,Dune,21,5/30/2017,17150,2017,1,7:54,L,1,6,0,0,~,~,~,0,0,~,~,~,6,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
017-018,17,Tidal Flats,Dune,20,5/30/2017,17150,2017,1,7:54,L,1,70,0,0,~,~,~,0,0,~,~,~,35,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,0,1,0,0,0,0,0,,
018-019,18,Tidal Flats,Dune,19,5/30/2017,17150,2017,1,7:56,L,1,70,0,0,~,~,~,0,0,~,~,~,35,1,#,+,~,0,0,~,~,~,0,0,~,~,~,16,9,6,1,0,0,0,0,,
019-020,19,Tidal Flats,Creek,18,5/30/2017,17150,2017,1,7:57,L,1,9,0,0,~,~,~,9,1,#,+,~,8,1,#,+,~,0,0,~,~,~,0,0,~,~,~,39,24,11,4,0,0,0,0,,
020-021,20,Creek,Creek,17,5/30/2017,17150,2017,1,7:59,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,0,1,3,0,0,0,0,,
021-022,21,Creek,Creek,16,5/30/2017,17150,2017,1,8:00,L,1,962,7,1,#,+,~,165,1,#,+,~,8,1,#,+,~,2,1,#,+,~,0,0,~,~,~,99,90,9,0,0,0,0,0,,
022-023,22,Creek,Dune,15,5/30/2017,17150,2017,1,8:03,L,1,962,85,1,#,+,~,170,1,#,+,~,15,1,#,+,~,3,1,#,+,~,0,0,~,~,~,32,30,2,0,0,0,0,0,,
023-024,23,Creek,Dune,14,5/30/2017,17150,2017,1,8:08,L,1,962,135,1,#,+,~,150,1,#,+,~,6,1,#,+,~,6,1,#,+,~,1,1,#,+,~,55,55,0,0,0,0,0,0,,
024-025,24,Creek,Dune,13,5/30/2017,17150,2017,1,8:11,L,1,962,3,1,#,+,~,125,1,#,+,~,20,1,#,+,~,2,1,#,+,~,0,0,~,~,~,30,30,0,0,0,0,0,0,,
025-026,25,Creek,Dune,12,5/30/2017,17150,2017,1,8:14,L,1,962,4,1,#,+,~,55,1,#,+,~,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,38,38,0,0,0,0,0,0,,
026-027,26,Tidal Flats,Dune,11,5/30/2017,17150,2017,1,8:16,L,1,12,0,0,~,~,~,9,1,#,+,~,3,1,#,+,~,0,0,~,~,~,0,0,~,~,~,45,45,0,0,0,0,0,0,,
027-028,27,Tidal Flats,Dune,10,5/30/2017,17150,2017,1,8:17,L,1,3,0,0,~,~,~,0,0,~,~,~,3,1,#,+,~,0,0,~,~,~,0,0,~,~,~,47,45,2,0,0,0,0,0,,
028-029,28,Tidal Flats,Dune,9,5/30/2017,17150,2017,1,8:18,L,1,5,0,0,~,~,~,1,1,#,+,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,35,35,0,0,0,0,0,0,,
029-030,29,Tidal Flats,Dune,8,5/30/2017,17150,2017,1,8:18,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,14,8,5,1,0,0,0,0,,
030-031,30,Tidal Flats,Dune,7,5/30/2017,17150,2017,1,8:37,L,1,396,26,1,#,+,~,115,1,#,+,~,12,1,#,+,~,0,0,~,~,~,0,0,~,~,~,35,33,2,0,0,0,0,0,,
031-032,31,Tidal Flats,Dune,6,5/30/2017,17150,2017,1,8:35,L,1,396,24,1,#,+,~,180,1,#,+,~,32,1,#,+,~,7,1,#,+,~,0,0,~,~,~,8,7,1,0,0,0,0,0,,
032-033,32,Tidal Flats,Dune,5,5/30/2017,17150,2017,1,8:33,L,1,337,22,1,#,+,~,175,1,#,+,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
033-034,33,Tidal Flats,Dune,4,5/30/2017,17150,2017,1,8:32,L,1,337,0,0,~,~,~,75,1,#,+,~,7,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
034-035,34,Tidal Flats,Phragmites,3,5/30/2017,17150,2017,1,8:28,L,1,337,1,1,S,3,~,47,1,S,3,~,6,1,S,3,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,0,0,,
035-036,35,Tidal Flats,Phragmites,2,5/30/2017,17150,2017,1,8:23,L,1,193,2,1,F,+,~,95,1,S,2,~,12,1,F,+,~,2,1,F,+,~,0,0,~,~,~,14,14,0,0,0,0,0,0,,
036-037,36,Tidal Flats,Phragmites,1,5/30/2017,17150,2017,1,8:20,L,1,193,2,1,F,1,~,52,1,F,5,~,16,1,F,5,~,4,1,F,1,~,0,0,~,~,~,19,19,0,0,0,0,0,0,,
037-038,37,Aquaculture,Phragmites,0,5/30/2017,17150,2017,1,8:19,L,1,13,0,0,~,~,~,4,1,F,5,~,8,1,F,2,~,1,1,F,2,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
038-039,38,Aquaculture,Phragmites,0,5/30/2017,17150,2017,1,8:13,L,1,27,0,0,~,~,~,18,1,B,5,~,9,1,F,1,~,0,0,~,~,~,0,0,~,~,~,42,42,0,0,0,0,0,0,,
039-040,39,Aquaculture,Phragmites,0,5/30/2017,17150,2017,1,8:12,L,1,33,0,0,~,~,~,17,1,B,1,~,13,1,F,5,~,3,1,F,+,~,0,0,~,~,~,78,78,0,0,0,0,0,0,,
040-041,40,Tidal Flats,Marsh,1,5/30/2017,17150,2017,1,8:08,L,1,6,0,0,~,~,~,0,0,~,~,~,6,1,#,+,~,0,0,~,~,~,0,0,~,~,~,19,19,0,0,0,0,0,0,,
041-042,41,Tidal Flats,Marsh,2,5/30/2017,17150,2017,1,8:06,L,1,4,0,0,~,~,~,0,0,~,~,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,54,54,0,0,0,0,0,0,,
042-043,42,Tidal Flats,Bulkhead,3,5/30/2017,17150,2017,1,8:05,L,1,100,0,0,~,~,~,0,0,~,~,~,94,1,#,+,~,6,1,#,+,~,0,0,~,~,~,192,192,0,0,0,0,0,0,,
043-044,43,Tidal Flats,Bulkhead,4,5/30/2017,17150,2017,1,8:04,L,1,9,0,0,~,~,~,0,0,~,~,~,9,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
044-045,44,Tidal Flats,Bulkhead,5,5/30/2017,17150,2017,1,7:58,L,1,16,0,0,~,~,~,1,1,~,~,~,15,1,#,+,~,0,0,~,~,~,0,0,~,~,~,16,16,0,0,0,0,0,0,,
045-046,45,Tidal Flats,Bulkhead,6,5/30/2017,17150,2017,1,7:56,L,1,42,0,0,~,~,~,0,0,~,~,~,38,1,#,+,~,4,1,#,+,~,0,0,~,~,~,45,45,0,0,0,0,0,0,,
046-047,46,Tidal Flats,Bulkhead,7,5/30/2017,17150,2017,1,7:55,L,1,60,0,0,~,~,~,6,1,~,~,~,54,1,#,+,~,0,0,~,~,~,0,0,~,~,~,34,34,0,0,0,0,0,0,,
047-048,47,Tidal Flats,Bulkhead,8,5/30/2017,17150,2017,1,7:55,L,1,37,0,0,~,~,~,3,1,~,~,~,30,1,#,+,~,4,1,#,+,~,0,0,~,~,~,48,48,0,0,0,0,0,0,,
048-049,48,Tidal Flats,Bulkhead,9,5/30/2017,17150,2017,1,7:54,L,1,23,0,0,~,~,~,2,1,~,~,~,18,1,#,+,~,3,1,#,+,~,0,0,~,~,~,36,36,0,0,0,0,0,0,,
049-050,49,Tidal Flats,Dune,10,5/30/2017,17150,2017,1,7:53,L,1,7,0,0,~,~,~,0,0,~,~,~,7,1,#,+,~,0,0,~,~,~,0,0,~,~,~,25,25,0,0,0,0,0,0,,
050-051,50,Tidal Flats,Bulkhead,11,5/30/2017,17150,2017,1,7:53,L,1,10,0,0,~,~,~,0,0,~,~,~,9,1,#,+,~,1,1,#,+,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
051-052,51,Tidal Flats,Bulkhead,12,5/30/2017,17150,2017,1,7:52,L,1,14,0,0,~,~,~,0,0,~,~,~,14,1,#,+,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
052-053,52,Tidal Flats,Bulkhead,13,5/30/2017,17150,2017,1,7:52,L,1,5,0,0,~,~,~,0,0,~,~,~,4,1,#,+,~,1,1,#,+,~,0,0,~,~,~,10,10,0,0,0,0,0,0,,
053-054,53,Tidal Flats,Bulkhead,14,5/30/2017,17150,2017,1,7:51,L,1,12,0,0,~,~,~,0,0,~,~,~,12,1,#,+,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
054-055,54,Tidal Flats,Bulkhead,15,5/30/2017,17150,2017,1,7:50,L,1,18,0,0,~,~,~,0,0,~,~,~,18,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
055-056,55,Tidal Flats,Bulkhead,14,5/30/2017,17150,2017,1,7:50,L,1,29,0,0,~,~,~,0,0,~,~,~,29,1,#,+,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,0,0,,
056-057,56,Tidal Flats,Bulkhead,13,5/30/2017,17150,2017,1,7:49,L,1,32,0,0,~,~,~,0,0,~,~,~,32,1,#,+,~,0,0,~,~,~,0,0,~,~,~,19,19,0,0,0,0,0,0,,
057-058,57,Tidal Flats,Bulkhead,12,5/30/2017,17150,2017,1,7:43,L,1,7,0,0,~,~,~,0,0,~,~,~,7,1,#,+,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
058-059,58,Tidal Flats,Bulkhead,11,5/30/2017,17150,2017,1,7:43,L,1,3,0,0,~,~,~,0,0,~,~,~,3,1,#,+,~,0,0,~,~,~,0,0,~,~,~,5,5,0,0,0,0,0,0,,
059-060,59,Tidal Flats,Bulkhead,10,5/30/2017,17150,2017,1,7:42,L,1,2,0,0,~,~,~,0,0,~,~,~,2,1,#,+,~,0,0,~,~,~,0,0,~,~,~,34,34,0,0,0,0,0,0,,
060-061,60,Tidal Flats,Bulkhead,9,5/30/2017,17150,2017,1,7:40,L,1,6,0,0,~,~,~,0,0,~,~,~,6,1,#,+,~,0,0,~,~,~,0,0,~,~,~,28,28,0,0,0,0,0,0,,
061-062,61,Tidal Flats,Dune,8,5/30/2017,17150,2017,1,7:38,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,#,+,~,0,0,~,~,~,0,0,~,~,~,48,48,0,0,0,0,0,0,,
062-063,62,Tidal Flats,Dune,7,5/30/2017,17150,2017,1,7:38,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,#,+,~,0,0,~,~,~,0,0,~,~,~,38,38,0,0,0,0,0,0,,
